,id,id_str,full_text,source,source_url,retweet_count,favorite_count,lang,full_text_lemmatiz,sentiment,polarity,sentiment_analysis
77,1470354704563535873,1470354704563535873,singer ap dhillons conceacted super spreader bmc examines covid norms flouted kareena amp amrita …,Twitter for Android,http://twitter.com/download/android,6,0,en,"['singer', 'ap', 'dhillons', 'conceacted', 'super', 'spreader', 'bmc', 'examines', 'covid', 'norm', 'flouted', 'kareena', 'amp', 'amrita', '…']",0.6666666666666666,0.3333333333333333,POSITIVE
78,1470354702319636490,1470354702319636490,covid vaccination launch today vaccinated,Twitter Web App,https://mobile.twitter.com,7,0,en,"['covid', 'vaccination', 'launch', 'today', 'vaccinated']",0.0,0.0,ZERO
79,1470354701359013889,1470354701359013889,actors kareena kapoor khan amp amrita arora tested positive covid violated covid norms amp attended sever…,Twitter for Android,http://twitter.com/download/android,2,0,en,"['actor', 'kareena', 'kapoor', 'khan', 'amp', 'amrita', 'arora', 'tested', 'positive', 'covid', 'violated', 'covid', 'norm', 'amp', 'attended', 'sever…']",0.5454545454545454,0.22727272727272727,POSITIVE
80,1470354699886886912,1470354699886886912,covid norms flouted singer ap dhillons concewhich attended several celebrities shares more…,Twitter Web App,https://mobile.twitter.com,6,0,en,"['covid', 'norm', 'flouted', 'singer', 'ap', 'dhillons', 'concewhich', 'attended', 'several', 'celebrity', 'share', 'more…']",0.0,0.0,ZERO
81,1470354696409866246,1470354696409866246,clever visual different levels covid protection possibly remember face coverings mandatory …,Twitter for Android,http://twitter.com/download/android,2,0,en,"['clever', 'visual', 'different', 'level', 'covid', 'protection', 'possibly', 'remember', 'face', 'covering', 'mandatory', '…']",0.6083333333333334,0.041666666666666664,POSITIVE
82,1470354696225402882,1470354696225402882,last two weeks weve averaged kidsday ages admitted indiana hospitals covid kids the…,Twitter for Android,http://twitter.com/download/android,17,0,en,"['last', 'two', 'week', 'weve', 'averaged', 'kidsday', 'age', 'admitted', 'indiana', 'hospital', 'covid', 'kid', 'the…']",0.06666666666666667,0.0,ZERO
83,1470354687249420288,1470354687249420288,singer ap dhillons conceacted super spreader bmc examines covid norms flouted kareena amp amrita …,Twitter Web App,https://mobile.twitter.com,6,0,en,"['singer', 'ap', 'dhillons', 'conceacted', 'super', 'spreader', 'bmc', 'examines', 'covid', 'norm', 'flouted', 'kareena', 'amp', 'amrita', '…']",0.6666666666666666,0.3333333333333333,POSITIVE
84,1470354686649712643,1470354686649712643,today’s meeting commissioners covid discussed • epidemiological situation eu • update travel measure…,Twitter for iPhone,http://twitter.com/download/iphone,52,0,en,"['today’s', 'meeting', 'commissioner', 'covid', 'discussed', '•', 'epidemiological', 'situation', 'eu', '•', 'update', 'travel', 'measure…']",0.0,0.0,ZERO
85,1470354686502866945,1470354686502866945,thrown westernaustralia amp markmcgowan great hear someone afternoonbriefin…,Twitter for iPad,http://twitter.com/#!/download/ipad,107,0,en,"['thrown', 'westernaustralia', 'amp', 'markmcgowan', 'great', 'hear', 'someone', 'afternoonbriefin…']",0.75,0.8,POSITIVE
86,1470354685890498562,1470354685890498562,unequal distribution covid vaccines past year global moral failure must learn th…,Twitter for Android,http://twitter.com/download/android,445,0,en,"['unequal', 'distribution', 'covid', 'vaccine', 'past', 'year', 'global', 'moral', 'failure', 'must', 'learn', 'th…']",0.2,-0.14166666666666666,NEGATIVE
